ano;trimestre;regiao;instituicao;cod_capitulo;desc_capitulo;taxa_internamento;dias_internamento;taxa_mortalidade
2019;Terceiro;Região de Saúde do Norte;Unidade Local de Saúde do Tâmega e Sousa, E.P.E.;12;Doenças da pele e do tecido subcutâneo;0.79;412;0.0
2019;Terceiro;Região de Saúde do Norte;Unidade Local de Saúde do Tâmega e Sousa, E.P.E.;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;1.2;543;4.69
2019;Terceiro;Região de Saúde do Alentejo;Unidade Local de Saúde do Alentejo Central, E.P.E.;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;1.28;278;5.0
2019;Terceiro;Região de Saúde do Alentejo;Unidade Local de Saúde do Alentejo Central, E.P.E.;15;Gravidez, parto e puerpério;10.63;1312;0.0
2019;Terceiro;Região de Saúde do Alentejo;Unidade Local de Saúde do Alentejo Central, E.P.E.;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;1.92;308;1.67
2019;Terceiro;Região de Saúde do Alentejo;Unidade Local de Saúde do Alto Alentejo, E.P.E.;8;Doenças do ouvido e da apófise mastóide;0.05;3;0.0
2019;Terceiro;Região de Saúde do Alentejo;Unidade Local de Saúde do Alto Alentejo, E.P.E.;11;Doenças do aparelho digestivo;12.88;1723;4.13
2019;Terceiro;Região de Saúde do Alentejo;Unidade Local de Saúde do Alto Alentejo, E.P.E.;12;Doenças da pele e do tecido subcutâneo;0.64;124;16.67
2019;Terceiro;Região de Saúde do Alentejo;Unidade Local de Saúde do Alto Alentejo, E.P.E.;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;3.57;411;0.0
2019;Terceiro;Região de Saúde do Alentejo;Unidade Local de Saúde do Alto Alentejo, E.P.E.;15;Gravidez, parto e puerpério;6.6;419;0.0
2019;Terceiro;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;2;Neoplasias;5.79;1318;17.07
2019;Terceiro;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;4;Doenças endócrinas, nutricionais e metabólicas;2.59;885;3.64
2019;Terceiro;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;5;Transtornos mentais, comportamentais e de neurodesenvolvimento;1.74;833;5.41
2019;Terceiro;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;6;Doenças do sistema nervoso;0.85;137;0.0
2019;Terceiro;Região de Saúde do Algarve;Unidade Local de Saúde do Algarve, E.P.E.;11;Doenças do aparelho digestivo;10.1;7575;7.33
2019;Terceiro;Região de Saúde do Centro;Instituto Português Oncologia  F. Gentil - Coimbra, E.P.E.;1;Algumas doenças infecciosas e parasitárias;0.07;2;0.0
2019;Terceiro;Região de Saúde do Centro;Instituto Português Oncologia  F. Gentil - Coimbra, E.P.E.;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;0.64;59;0.0
2019;Terceiro;Região de Saúde do Centro;Instituto Português Oncologia  F. Gentil - Coimbra, E.P.E.;14;Doenças do aparelho geniturinário;1.71;182;4.17
2019;Terceiro;Região de Saúde do Centro;Instituto Português Oncologia  F. Gentil - Coimbra, E.P.E.;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;1.42;81;5.0
2019;Terceiro;Região de Saúde do Centro;Unidade Local de Saúde da Cova da Beira, E.P.E.;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;1.5;358;0.0
2019;Terceiro;Região de Saúde do Centro;Unidade Local de Saúde da Cova da Beira, E.P.E.;7;Doenças do olho e anexos;0.45;46;0.0
2019;Terceiro;Região de Saúde do Centro;Unidade Local de Saúde da Cova da Beira, E.P.E.;15;Gravidez, parto e puerpério;5.99;464;0.0
2019;Terceiro;Região de Saúde do Centro;Unidade Local de Saúde da Cova da Beira, E.P.E.;17;Malformações congénitas, deformações e anomalias cromossómicas;0.22;18;0.0
2019;Terceiro;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, E.P.E.;7;Doenças do olho e anexos;0.68;38;0.0
2019;Terceiro;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, E.P.E.;10;Doenças do aparelho respiratório;13.66;3939;21.33
2020;Segundo;Região de Saúde do Norte;Unidade Local de Saúde de Trás-os-Montes e Alto Douro, E.P.E.;17;Malformações congénitas, deformações e anomalias cromossómicas;0.18;25;0.0
2020;Segundo;Região de Saúde do Norte;Unidade Local de Saúde do Alto Ave, E.P.E.;1;Algumas doenças infecciosas e parasitárias;2.27;2198;36.05
2020;Segundo;Região de Saúde do Norte;Unidade Local de Saúde do Alto Ave, E.P.E.;9;Doenças do aparelho circulatório;12.7;6491;12.27
2020;Terceiro;Região de Saúde do Norte;Unidade Local de Saúde de Barcelos / Esposende, E.P.E.;6;Doenças do sistema nervoso;1.26;29;0.0
2020;Terceiro;Região de Saúde do Norte;Unidade Local de Saúde de Barcelos / Esposende, E.P.E.;8;Doenças do ouvido e da apófise mastóide;0.1;4;0.0
2020;Terceiro;Região de Saúde do Norte;Unidade Local de Saúde de Barcelos / Esposende, E.P.E.;10;Doenças do aparelho respiratório;14.01;1361;17.24
2020;Terceiro;Região de Saúde do Norte;Unidade Local de Saúde de Barcelos / Esposende, E.P.E.;12;Doenças da pele e do tecido subcutâneo;0.77;71;0.0
2020;Terceiro;Região de Saúde do Norte;Unidade Local de Saúde de Barcelos / Esposende, E.P.E.;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;10.53;576;0.0
2020;Terceiro;Região de Saúde do Norte;Unidade Local de Saúde de Braga, E.P.E.;6;Doenças do sistema nervoso;1.37;1000;7.53
2020;Terceiro;Região de Saúde do Norte;Unidade Local de Saúde de Braga, E.P.E.;11;Doenças do aparelho digestivo;8.82;3455;4.67
2020;Terceiro;Região de Saúde do Norte;Unidade Local de Saúde de Braga, E.P.E.;12;Doenças da pele e do tecido subcutâneo;0.66;294;2.22
2020;Terceiro;Região de Saúde do Norte;Unidade Local de Saúde de Braga, E.P.E.;15;Gravidez, parto e puerpério;13.67;2941;0.0
2020;Quarto;Região de Saúde LVT;Unidade Local de Saúde de Lisboa Ocidental, E.P.E.;16;Algumas condições originadas no período perinatal;0.09;78;0.0
2020;Quarto;Região de Saúde LVT;Unidade Local de Saúde de Lisboa Ocidental, E.P.E.;19;Lesões, envenenamento e algumas outras consequências de causas externas;8.75;6009;3.13
2020;Quarto;Região de Saúde LVT;Unidade Local de Saúde de Lisboa Ocidental, E.P.E.;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;10.61;2486;0.0
2020;Quarto;Região de Saúde LVT;Unidade Local de Saúde de Loures / Odivelas, E.P.E.;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;0.9;291;10.53
2020;Quarto;Região de Saúde LVT;Unidade Local de Saúde de Loures / Odivelas, E.P.E.;16;Algumas condições originadas no período perinatal;0.21;181;0.0
2020;Quarto;Região de Saúde LVT;Unidade Local de Saúde de Santa Maria, E.P.E.;12;Doenças da pele e do tecido subcutâneo;1.51;1426;4.03
2020;Segundo;Região de Saúde LVT;Hospital de Cascais Dr. José de Almeida;1;Algumas doenças infecciosas e parasitárias;3.14;760;46.3
2020;Segundo;Região de Saúde LVT;Hospital de Cascais Dr. José de Almeida;7;Doenças do olho e anexos;0.23;10;0.0
2020;Segundo;Região de Saúde LVT;Hospital de Cascais Dr. José de Almeida;10;Doenças do aparelho respiratório;7.55;1405;25.38
2020;Segundo;Região de Saúde LVT;Hospital de Cascais Dr. José de Almeida;16;Algumas condições originadas no período perinatal;0.17;25;0.0
2020;Segundo;Região de Saúde LVT;Instituto Português Oncologia  F. Gentil - Lisboa, E.P.E.;1;Algumas doenças infecciosas e parasitárias;1.08;225;17.39
2020;Segundo;Região de Saúde LVT;Instituto Português Oncologia  F. Gentil - Lisboa, E.P.E.;5;Transtornos mentais, comportamentais e de neurodesenvolvimento;0.09;19;0.0
2020;Segundo;Região de Saúde LVT;Instituto Português Oncologia  F. Gentil - Lisboa, E.P.E.;7;Doenças do olho e anexos;0.19;20;0.0
2020;Segundo;Região de Saúde LVT;Instituto Português Oncologia  F. Gentil - Lisboa, E.P.E.;12;Doenças da pele e do tecido subcutâneo;0.56;172;8.33
2020;Segundo;Região de Saúde LVT;Instituto Português Oncologia  F. Gentil - Lisboa, E.P.E.;17;Malformações congénitas, deformações e anomalias cromossómicas;0.05;7;0.0
2020;Segundo;Região de Saúde LVT;Instituto Português Oncologia  F. Gentil - Lisboa, E.P.E.;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;3.32;434;11.27
2020;Segundo;Região de Saúde LVT;Unidade Local de Saúde da Arrábida, E.P.E.;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;0.89;175;14.81
2020;Segundo;Região de Saúde LVT;Unidade Local de Saúde da Arrábida, E.P.E.;8;Doenças do ouvido e da apófise mastóide;0.23;50;0.0
2020;Segundo;Região de Saúde do Norte;Unidade Local de Saúde do Alto Ave, E.P.E.;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;15.39;3292;1.2
2020;Segundo;Região de Saúde do Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;2;Neoplasias;9.46;2452;12.19
2020;Segundo;Região de Saúde do Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;4;Doenças endócrinas, nutricionais e metabólicas;1.46;490;4.65
2020;Segundo;Região de Saúde do Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;5;Transtornos mentais, comportamentais e de neurodesenvolvimento;1.87;1483;0.0
2020;Segundo;Região de Saúde do Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;8;Doenças do ouvido e da apófise mastóide;0.2;43;0.0
2020;Segundo;Região de Saúde do Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;10;Doenças do aparelho respiratório;9.12;2550;18.22
2020;Segundo;Região de Saúde do Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;15;Gravidez, parto e puerpério;11.22;1034;0.0
2020;Segundo;Região de Saúde do Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;16;Algumas condições originadas no período perinatal;0.17;31;0.0
2020;Segundo;Região de Saúde do Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;0.98;278;13.79
2020;Segundo;Região de Saúde do Norte;Unidade Local de Saúde do Médio Ave, E.P.E.;2;Neoplasias;6.46;876;14.75
2020;Segundo;Região de Saúde do Norte;Unidade Local de Saúde do Médio Ave, E.P.E.;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;0.16;26;0.0
2020;Segundo;Região de Saúde do Norte;Unidade Local de Saúde do Médio Ave, E.P.E.;9;Doenças do aparelho circulatório;9.89;2961;18.18
2020;Segundo;Região de Saúde do Norte;Unidade Local de Saúde do Médio Ave, E.P.E.;11;Doenças do aparelho digestivo;11.64;1838;3.64
2020;Segundo;Região de Saúde do Norte;Unidade Local de Saúde do Médio Ave, E.P.E.;12;Doenças da pele e do tecido subcutâneo;0.69;194;7.69
2020;Segundo;Região de Saúde do Norte;Unidade Local de Saúde do Médio Ave, E.P.E.;19;Lesões, envenenamento e algumas outras consequências de causas externas;10.26;3566;4.12
2020;Segundo;Região de Saúde do Norte;Unidade Local de Saúde do Nordeste, E.P.E.;2;Neoplasias;7.25;1654;23.7
2020;Terceiro;Região de Saúde do Norte;Unidade Local de Saúde de Entre Douro e Vouga, E.P.E.;7;Doenças do olho e anexos;1.15;63;0.0
2020;Terceiro;Região de Saúde do Norte;Unidade Local de Saúde de Entre Douro e Vouga, E.P.E.;10;Doenças do aparelho respiratório;10.92;3154;17.72
2020;Terceiro;Região de Saúde do Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;1;Algumas doenças infecciosas e parasitárias;3.44;1680;21.71
2020;Quarto;Região de Saúde LVT;Unidade Local de Saúde de São José, E.P.E.;1;Algumas doenças infecciosas e parasitárias;1.13;2208;12.17
2020;Quarto;Região de Saúde LVT;Unidade Local de Saúde de São José, E.P.E.;6;Doenças do sistema nervoso;1.67;2495;5.29
2020;Quarto;Região de Saúde LVT;Unidade Local de Saúde de São José, E.P.E.;8;Doenças do ouvido e da apófise mastóide;0.45;141;0.0
2020;Quarto;Região de Saúde LVT;Unidade Local de Saúde de São José, E.P.E.;9;Doenças do aparelho circulatório;16.46;18259;6.13
2020;Quarto;Região de Saúde LVT;Unidade Local de Saúde de São José, E.P.E.;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;3.29;2571;5.65
2020;Quarto;Região de Saúde LVT;Unidade Local de Saúde de São José, E.P.E.;19;Lesões, envenenamento e algumas outras consequências de causas externas;10.5;13839;3.73
2020;Quarto;Região de Saúde LVT;Unidade Local de Saúde do Arco Ribeirinho, E.P.E.;12;Doenças da pele e do tecido subcutâneo;0.35;228;9.09
2020;Quarto;Região de Saúde LVT;Unidade Local de Saúde do Arco Ribeirinho, E.P.E.;22;Códigos para fins especiais;8.28;2929;19.92
2020;Segundo;Região de Saúde LVT;Unidade Local de Saúde da Arrábida, E.P.E.;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;1.72;359;1.92
2020;Segundo;Região de Saúde LVT;Unidade Local de Saúde da Lezíria, E.P.E.;5;Transtornos mentais, comportamentais e de neurodesenvolvimento;1.35;871;0.0
2020;Segundo;Região de Saúde LVT;Unidade Local de Saúde da Lezíria, E.P.E.;9;Doenças do aparelho circulatório;14.71;4310;12.05
2020;Segundo;Região de Saúde LVT;Unidade Local de Saúde da Lezíria, E.P.E.;10;Doenças do aparelho respiratório;10.7;3404;28.53
2020;Segundo;Região de Saúde LVT;Unidade Local de Saúde da Lezíria, E.P.E.;14;Doenças do aparelho geniturinário;10.14;2854;13.59
2020;Segundo;Região de Saúde LVT;Unidade Local de Saúde da Lezíria, E.P.E.;15;Gravidez, parto e puerpério;10.28;1028;0.0
2020;Segundo;Região de Saúde LVT;Unidade Local de Saúde de Almada / Seixal, E.P.E.;5;Transtornos mentais, comportamentais e de neurodesenvolvimento;1.95;3563;0.0
2020;Segundo;Região de Saúde LVT;Unidade Local de Saúde de Almada / Seixal, E.P.E.;8;Doenças do ouvido e da apófise mastóide;0.18;132;0.0
2020;Segundo;Região de Saúde LVT;Unidade Local de Saúde de Almada / Seixal, E.P.E.;9;Doenças do aparelho circulatório;17.16;8592;10.96
2020;Segundo;Região de Saúde do Norte;Unidade Local de Saúde do Nordeste, E.P.E.;7;Doenças do olho e anexos;0.16;53;0.0
2020;Segundo;Região de Saúde do Norte;Unidade Local de Saúde do Nordeste, E.P.E.;9;Doenças do aparelho circulatório;13.1;2877;15.57
2020;Segundo;Região de Saúde do Norte;Unidade Local de Saúde do Nordeste, E.P.E.;10;Doenças do aparelho respiratório;12.41;2466;29.0
2020;Segundo;Região de Saúde do Norte;Unidade Local de Saúde do Nordeste, E.P.E.;12;Doenças da pele e do tecido subcutâneo;0.7;110;0.0
2020;Segundo;Região de Saúde do Norte;Unidade Local de Saúde do Nordeste, E.P.E.;17;Malformações congénitas, deformações e anomalias cromossómicas;0.05;3;0.0
2020;Segundo;Região de Saúde do Norte;Unidade Local de Saúde do Tâmega e Sousa, E.P.E.;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;0.4;176;16.67
2020;Segundo;Região de Saúde do Norte;Unidade Local de Saúde do Tâmega e Sousa, E.P.E.;16;Algumas condições originadas no período perinatal;0.42;236;0.0
2020;Segundo;Região de Saúde do Norte;Unidade Local de Saúde do Tâmega e Sousa, E.P.E.;22;Códigos para fins especiais;3.08;1841;18.57
2020;Terceiro;Região de Saúde LVT;Hospital de Cascais Dr. José de Almeida;2;Neoplasias;6.9;1197;24.66
2020;Terceiro;Região de Saúde LVT;Hospital de Cascais Dr. José de Almeida;7;Doenças do olho e anexos;0.24;8;0.0
2020;Terceiro;Região de Saúde do Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;2.26;490;9.41
2020;Terceiro;Região de Saúde do Norte;Unidade Local de Saúde de Santo António, E.P.E.;16;Algumas condições originadas no período perinatal;0.42;191;0.0
2020;Terceiro;Região de Saúde do Norte;Unidade Local de Saúde de Santo António, E.P.E.;17;Malformações congénitas, deformações e anomalias cromossómicas;1.11;435;0.0
2020;Terceiro;Região de Saúde do Norte;Unidade Local de Saúde de Santo António, E.P.E.;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;1.73;1103;4.29
2020;Terceiro;Região de Saúde do Norte;Unidade Local de Saúde de Santo António, E.P.E.;19;Lesões, envenenamento e algumas outras consequências de causas externas;8.47;7613;4.66
2020;Terceiro;Região de Saúde do Norte;Unidade Local de Saúde de Santo António, E.P.E.;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;13.02;4147;0.95
2020;Terceiro;Região de Saúde do Norte;Unidade Local de Saúde de Santo António, E.P.E.;22;Códigos para fins especiais;0.7;923;28.07
2020;Terceiro;Região de Saúde do Norte;Unidade Local de Saúde de São João, E.P.E.;5;Transtornos mentais, comportamentais e de neurodesenvolvimento;1.33;2356;2.08
2020;Terceiro;Região de Saúde do Norte;Unidade Local de Saúde de São João, E.P.E.;9;Doenças do aparelho circulatório;13.95;13486;4.72
2020;Quarto;Região de Saúde LVT;Unidade Local de Saúde do Estuário do Tejo, E.P.E.;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;2.75;457;0.0
2020;Quarto;Região de Saúde LVT;Unidade Local de Saúde do Estuário do Tejo, E.P.E.;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;14.75;2365;0.22
2020;Quarto;Região de Saúde LVT;Unidade Local de Saúde do Médio Tejo, E.P.E.;5;Transtornos mentais, comportamentais e de neurodesenvolvimento;2.05;1925;0.0
2020;Quarto;Região de Saúde LVT;Unidade Local de Saúde do Médio Tejo, E.P.E.;10;Doenças do aparelho respiratório;11.04;3581;21.29
2020;Quarto;Região de Saúde LVT;Unidade Local de Saúde do Médio Tejo, E.P.E.;15;Gravidez, parto e puerpério;6.4;614;0.0
2020;Quarto;Região de Saúde LVT;Unidade Local de Saúde do Médio Tejo, E.P.E.;16;Algumas condições originadas no período perinatal;0.27;87;0.0
2020;Quarto;Região de Saúde LVT;Unidade Local de Saúde do Médio Tejo, E.P.E.;22;Códigos para fins especiais;8.86;4728;27.16
