tempo;regiao;entidade;localizacao_geografica;tipologia_de_ausencia;valor
2017-05;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, E.P.E.;41.4387173, -8.3086907;Com perda do vencimento;15
2017-05;Região de Saúde Norte;Hospital Santa Maria Maior, E.P.E.;41.5324234, -8.6171561;Falecimento de familiar;50
2017-05;Região de Saúde Norte;Hospital Santa Maria Maior, E.P.E.;41.5324234, -8.6171561;Greve;37
2017-05;Região de Saúde Norte;Hospital de Magalhães Lemos, E.P.E.;41.1764649, -8.6649823;Protecção na parentalidade;2420
2017-05;Região de Saúde Norte;Hospital de Magalhães Lemos, E.P.E.;41.1764649, -8.6649823;Doença;3518
2017-05;Região de Saúde Norte;Instituto Português Oncologia do Porto, E.P.E.;41.1785642, -8.6062881;Casamento;77
2017-05;Região de Saúde Norte;Instituto Português Oncologia do Porto, E.P.E.;41.1785642, -8.6062881;Doença;15080
2017-05;Região de Saúde Norte;Instituto Português Oncologia do Porto, E.P.E.;41.1785642, -8.6062881;Por conta do período de férias;61
2017-05;Região de Saúde Norte;Instituto Português Oncologia do Porto, E.P.E.;41.1785642, -8.6062881;Com perda do vencimento;18
2017-05;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054, -8.8252713;Protecção na parentalidade;7731
2017-05;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054, -8.8252713;Doença;20720
2017-05;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054, -8.8252713;Assistência a familiares;511
2017-05;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054, -8.8252713;Trabalhador-estudante;331
2017-05;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054, -8.8252713;Com perda do vencimento;0
2017-05;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, E.P.E.;41.8056532, -6.7888197;Por conta do período de férias;89
2017-05;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, E.P.E.;41.8056532, -6.7888197;Com perda do vencimento;0
2017-05;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, E.P.E.;41.8056532, -6.7888197;Cumprimento de pena disciplinar;0
2017-05;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;41.1794456, -8.6745115;Cumprimento de pena disciplinar;0
2017-05;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;41.1794456, -8.6745115;Outras;2185
2017-05;Região de Saúde do Alentejo;Administração Regional de Saúde do Alentejo, I.P.;38.5658621, -7.9136262;Greve;6
2017-05;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, E.P.E.;38.5684861, -7.9032848;Casamento;25
2017-05;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, E.P.E.;38.5684861, -7.9032848;Doença;9887
2017-05;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, E.P.E.;38.5684861, -7.9032848;Cumprimento de pena disciplinar;0
2017-05;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, E.P.E.;38.5684861, -7.9032848;Outras;1127
2017-05;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;38.014123, -7.8721227;Falecimento de familiar;208
2017-05;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;38.014123, -7.8721227;Cumprimento de pena disciplinar;20
2017-05;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;38.014123, -7.8721227;Injustificadas;39
2017-05;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;39.3003425, -7.4263845;Doença;9613
2017-05;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;39.3003425, -7.4263845;Cumprimento de pena disciplinar;0
2017-05;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;39.3003425, -7.4263845;Greve;148
2017-05;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, E.P.E.;38.0162314, -8.6956768;Doença;7816
2017-05;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, E.P.E.;38.0162314, -8.6956768;Trabalhador-estudante;174
2017-05;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, E.P.E.;38.0162314, -8.6956768;Por conta do período de férias;75
2017-05;Região de Saúde do Algarve;Administração Regional de Saúde do Algarve;37.0272496, -7.9489909;Falecimento de familiar;190
2017-05;Região de Saúde do Algarve;Administração Regional de Saúde do Algarve;37.0272496, -7.9489909;Doença;11911
2017-05;Região de Saúde do Algarve;Administração Regional de Saúde do Algarve;37.0272496, -7.9489909;Injustificadas;0
2017-05;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve;37.0238973, -7.9281554;Falecimento de familiar;457
2017-05;Região de Saúde do Centro;Administração Regional de Saúde do Centro;40.2038193, -8.4212899;Casamento;30
2017-05;Região de Saúde do Centro;Administração Regional de Saúde do Centro;40.2038193, -8.4212899;Doença;23045
2017-05;Região de Saúde do Centro;Administração Regional de Saúde do Centro;40.2038193, -8.4212899;Com perda do vencimento;3
2017-05;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, E.P.E.;40.2804158, -7.4922407;Falecimento de familiar;114
2017-05;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, E.P.E.;40.2804158, -7.4922407;Cumprimento de pena disciplinar;0
2017-05;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, E.P.E.;40.2804158, -7.4922407;Injustificadas;2
2017-05;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, E.P.E.;40.6362453, -8.6543716;Casamento;2
2017-05;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, E.P.E.;40.6362453, -8.6543716;Falecimento de familiar;66
2017-05;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, E.P.E.;40.6362453, -8.6543716;Doença;2865
2017-05;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, E.P.E.;40.6362453, -8.6543716;Por acidente em serviço ou doença profissional;439
2017-05;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, E.P.E.;40.6362453, -8.6543716;Cumprimento de pena disciplinar;0
2017-05;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, E.P.E.;40.6362453, -8.6543716;Injustificadas;2
2017-05;Região de Saúde do Centro;Centro Hospitalar de Leiria, E.P.E.;39.7414812, -8.7982706;Casamento;81
2017-05;Região de Saúde do Centro;Centro Hospitalar de Leiria, E.P.E.;39.7414812, -8.7982706;Protecção na parentalidade;7750
2017-05;Região de Saúde do Centro;Centro Hospitalar de Leiria, E.P.E.;39.7414812, -8.7982706;Por acidente em serviço ou doença profissional;951
2017-05;Região de Saúde do Centro;Centro Hospitalar de Leiria, E.P.E.;39.7414812, -8.7982706;Assistência a familiares;162
2017-05;Região de Saúde do Centro;Centro Hospitalar de Leiria, E.P.E.;39.7414812, -8.7982706;Cumprimento de pena disciplinar;0
2017-05;Região de Saúde do Centro;Centro Hospitalar de Leiria, E.P.E.;39.7414812, -8.7982706;Outras;899
2017-05;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364, -8.0827433;Falecimento de familiar;295
2017-05;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364, -8.0827433;Assistência a familiares;159
2017-05;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364, -8.0827433;Trabalhador-estudante;166
2017-05;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364, -8.0827433;Por conta do período de férias;60
2017-05;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364, -8.0827433;Injustificadas;7
2017-05;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, E.P.E.;40.2191523, -8.4098211;Casamento;198
2017-05;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, E.P.E.;40.2191523, -8.4098211;Trabalhador-estudante;940
2017-05;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, E.P.E.;40.2191523, -8.4098211;Por conta do período de férias;297
2017-05;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, E.P.E.;40.2191523, -8.4098211;Outras;4641
2017-05;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo;40.3470015, -8.5933462;Por conta do período de férias;1
2017-05;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, E.P.E.;40.117897, -8.8586755;Casamento;5
2017-05;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, E.P.E.;40.117897, -8.8586755;Trabalhador-estudante;33
2017-05;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, E.P.E.;40.117897, -8.8586755;Outras;325
2017-05;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967, -8.6318023;Doença;632
2017-05;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967, -8.6318023;Com perda do vencimento;0
2017-05;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967, -8.6318023;Greve;7
2017-05;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, E.P.E.;40.2162514, -8.4103814;Por acidente em serviço ou doença profissional;242
2017-05;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, E.P.E.;40.2162514, -8.4103814;Injustificadas;0
2017-05;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, E.P.E.;40.5309916, -7.2734793;Casamento;45
2017-05;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, E.P.E.;40.5309916, -7.2734793;Protecção na parentalidade;6014
2017-05;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, E.P.E.;40.5309916, -7.2734793;Assistência a familiares;308
2017-05;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, E.P.E.;40.5309916, -7.2734793;Greve;37
2017-05;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;39.8212263, -7.4981271;Falecimento de familiar;153
2017-06;Região de Saúde LVT;Administração Central do Sistema de Saúde, I.P.;38.7569402, -9.1494097;Protecção na parentalidade;189
2017-06;Região de Saúde LVT;Administração Central do Sistema de Saúde, I.P.;38.7569402, -9.1494097;Por acidente em serviço ou doença profissional;0
2017-06;Região de Saúde LVT;Administração Central do Sistema de Saúde, I.P.;38.7569402, -9.1494097;Assistência a familiares;25
2017-06;Região de Saúde LVT;Administração Central do Sistema de Saúde, I.P.;38.7569402, -9.1494097;Injustificadas;1
2017-06;Região de Saúde LVT;Administração Central do Sistema de Saúde, I.P.;38.7569402, -9.1494097;Outras;156
2017-06;Região de Saúde LVT;Administração Regional Saúde Lisboa Vale Tejo, I.P.;38.7490091, -9.1417844;Falecimento de familiar;1073
2017-06;Região de Saúde LVT;Administração Regional Saúde Lisboa Vale Tejo, I.P.;38.7490091, -9.1417844;Por acidente em serviço ou doença profissional;5481
2017-06;Região de Saúde LVT;Administração Regional Saúde Lisboa Vale Tejo, I.P.;38.7490091, -9.1417844;Trabalhador-estudante;688
2017-06;Região de Saúde LVT;Autoridade Nacional Medicamento Produtos de Saúde, I.P.;38.7582532, -9.1502867;Falecimento de familiar;30
2017-06;Região de Saúde LVT;Autoridade Nacional Medicamento Produtos de Saúde, I.P.;38.7582532, -9.1502867;Por conta do período de férias;30
2017-06;Região de Saúde LVT;Ação Governativa - MS;38.7362218, -9.1463126;Protecção na parentalidade;52
2017-06;Região de Saúde LVT;Ação Governativa - MS;38.7362218, -9.1463126;Assistência a familiares;0
2017-06;Região de Saúde LVT;Ação Governativa - MS;38.7362218, -9.1463126;Trabalhador-estudante;0
2017-06;Região de Saúde LVT;Ação Governativa - MS;38.7362218, -9.1463126;Greve;0
2017-06;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, E.P.E.;38.6554005, -9.0592392;Falecimento de familiar;202
2017-06;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, E.P.E.;38.6554005, -9.0592392;Trabalhador-estudante;157
2017-06;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, E.P.E.;38.6554005, -9.0592392;Por conta do período de férias;127
2017-06;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, E.P.E.;38.6554005, -9.0592392;Cumprimento de pena disciplinar;71
2017-06;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, E.P.E.;38.7166948, -9.1371248;Com perda do vencimento;0
2017-06;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, E.P.E.;38.708454, -9.216985;Protecção na parentalidade;24609
2017-06;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, E.P.E.;38.708454, -9.216985;Falecimento de familiar;526
2017-06;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, E.P.E.;38.708454, -9.216985;Com perda do vencimento;31
2017-06;Região de Saúde LVT;Centro Hospitalar de Setúbal, E.P.E.;38.5283754, -8.8818638;Outras;1256
2017-06;Região de Saúde LVT;Centro Hospitalar Médio Tejo, E.P.E.;39.478072, -8.5404429;Por acidente em serviço ou doença profissional;801
2017-06;Região de Saúde LVT;Centro Hospitalar Médio Tejo, E.P.E.;39.478072, -8.5404429;Assistência a familiares;295
2017-06;Região de Saúde LVT;Centro Hospitalar Médio Tejo, E.P.E.;39.478072, -8.5404429;Trabalhador-estudante;324
2017-06;Região de Saúde LVT;Centro Hospitalar Médio Tejo, E.P.E.;39.478072, -8.5404429;Com perda do vencimento;0
2017-06;Região de Saúde LVT;Centro Hospitalar do Oeste, E.P.E.;39.4054629, -9.1258493;Doença;10867
2017-06;Região de Saúde LVT;Centro Hospitalar do Oeste, E.P.E.;39.4054629, -9.1258493;Assistência a familiares;247
2017-06;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;38.7500861, -9.1616116;Falecimento de familiar;722
2017-06;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;38.7500861, -9.1616116;Doença;37990
2017-06;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771, -9.1460705;Cumprimento de pena disciplinar;22
2017-06;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771, -9.1460705;Greve;12
2017-06;Região de Saúde LVT;Hospital Distrital de Santarém, E.P.E.;39.2410946, -8.6937515;Protecção na parentalidade;6327
2017-06;Região de Saúde LVT;Hospital Distrital de Santarém, E.P.E.;39.2410946, -8.6937515;Assistência a familiares;135
2017-06;Região de Saúde LVT;Hospital Distrital de Santarém, E.P.E.;39.2410946, -8.6937515;Trabalhador-estudante;421
2017-06;Região de Saúde LVT;Hospital Distrital de Santarém, E.P.E.;39.2410946, -8.6937515;Injustificadas;156
2017-06;Região de Saúde LVT;Hospital Garcia de Orta, E.P.E.;38.6658713, -9.1822554;Casamento;109
2017-06;Região de Saúde LVT;Hospital Garcia de Orta, E.P.E.;38.6658713, -9.1822554;Assistência a familiares;282
2017-06;Região de Saúde LVT;Hospital Garcia de Orta, E.P.E.;38.6658713, -9.1822554;Injustificadas;152
2017-06;Região de Saúde LVT;Hospital Garcia de Orta, E.P.E.;38.6658713, -9.1822554;Outras;2160
2017-06;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, E.P.E.;38.7422257, -9.2264834;Cumprimento de pena disciplinar;30
2017-06;Região de Saúde LVT;Inspeção Geral das Actividades da Saúde;38.7156219, -9.1431603;Assistência a familiares;10
2017-06;Região de Saúde LVT;Inspeção Geral das Actividades da Saúde;38.7156219, -9.1431603;Por conta do período de férias;90
2017-06;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, E.P.E.;38.7396768, -9.1634516;Trabalhador-estudante;326
2017-06;Região de Saúde LVT;Instituto de Oftalmologia Dr. Gama Pinto;38.7218793, -9.144249;Por acidente em serviço ou doença profissional;0
2017-06;Região de Saúde LVT;Instituto Nacional de Emergência Médica;38.7313954, -9.1447467;Assistência a familiares;130
2017-06;Região de Saúde LVT;Instituto Nacional de Emergência Médica;38.7313954, -9.1447467;Trabalhador-estudante;427
2017-06;Região de Saúde LVT;Instituto Nacional de Emergência Médica;38.7313954, -9.1447467;Com perda do vencimento;0
2017-06;Região de Saúde LVT;Instituto Português do Sangue e da Transplantação, I.P.;38.7567758, -9.1505021;Injustificadas;25
2017-06;Região de Saúde LVT;Secretaria-Geral do Ministério da Saúde;38.7362218, -9.1463126;Falecimento de familiar;11
2017-06;Região de Saúde LVT;Serviços Partilhados do Ministério da Saúde, E.P.E.;38.739767, -9.1489431;Injustificadas;3
2017-06;Região de Saúde LVT;Serviço de Intervenção Comportamentos Aditivos e Dependências;38.7653399, -9.1611815;Cumprimento de pena disciplinar;0
2017-06;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, E.P.E.;41.3031784, -7.7515252;Protecção na parentalidade;11609
2017-06;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, E.P.E.;41.3031784, -7.7515252;Com perda do vencimento;0
2017-06;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, E.P.E.;41.3828711, -8.7589945;Protecção na parentalidade;2568
2017-06;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, E.P.E.;41.3828711, -8.7589945;Por acidente em serviço ou doença profissional;232
2017-06;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, E.P.E.;41.3828711, -8.7589945;Trabalhador-estudante;142
2017-06;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, E.P.E.;41.3828711, -8.7589945;Outras;478
