tempo;regiao;instituicao;localizacao_geografica;gastos_com_te_e_suplementos;gastos_com_pessoal;gastos_com_te_e_suplementos_no_total_gastos_com_pessoal
2020-05;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973, -7.9281554;8588;56579;15.2
2020-05;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;3259;27554;11.8
2020-05;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo;40.3470015, -8.5933462;65;1283;5.1
2020-05;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;3163;24970;12.7
2020-05;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;4637;29727;15.6
2020-05;Região de Saúde LVT;Centro Hospitalar Lisboa Norte, EPE;38.7500861, -9.1616116;15822;89799;17.6
2020-05;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;3838;27229;14.1
2020-05;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;1004;15991;6.3
2020-05;Região de Saúde LVT;Instituto Gama Pinto;38.7218793, -9.144249;224;1808;12.4
2020-05;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;3177;24568;12.9
2020-05;Região de Saúde Norte;Hospital de Magalhães Lemos, EPE;41.1764649, -8.6649823;348;5416;6.4
2020-06;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;4167;26107;16.0
2020-06;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973, -7.9281554;10564;60302;17.5
2020-06;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;6065;42487;14.3
2020-06;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo;40.3470015, -8.5933462;76;1347;5.7
2020-06;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;5702;32965;17.3
2020-06;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;3604;23945;15.1
2020-06;Região de Saúde LVT;Centro Hospitalar de Lisboa Central, EPE;38.7166948, -9.1371248;16454;117732;14.0
2020-06;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771, -9.1460705;459;7414;6.2
2020-06;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;1233;19035;6.5
2020-06;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;7820;62463;12.5
2020-06;Região de Saúde Norte;Hospital de Braga, EPE;41.56785, -8.398982;5592;45210;12.4
2020-07;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;4823;35283;13.7
2020-07;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;22221;143107;15.5
2020-07;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;7169;49878;14.4
2020-07;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;4705;31970;14.7
2020-07;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;4889;29605;16.5
2020-07;Região de Saúde LVT;Instituto Gama Pinto;38.7218793, -9.144249;226;2175;10.4
2020-07;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;3134;21124;14.8
2020-07;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;8932;59303;15.1
2020-07;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;7707;36429;21.2
2020-08;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;5648;32974;17.1
2020-08;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;26236;166862;15.7
2020-08;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;8026;46097;17.4
2020-08;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;11983;81220;14.8
2020-08;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;6482;40633;16.0
2020-08;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;10040;64743;15.5
2020-08;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;3568;24409;14.6
2020-08;Região de Saúde Norte;Centro Hospitalar do Porto, EPE;41.1472498, -8.6172617;16147;108422;14.9
2020-08;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;8003;45849;17.5
2020-08;Região de Saúde Norte;Hospital de Braga, EPE;41.56785, -8.398982;8066;63113;12.8
2020-08;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;8596;58544;14.7
2020-08;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;8734;42084;20.8
2020-09;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;9019;52357;17.2
2020-09;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768, -9.1634516;5618;46033;12.2
2020-09;Região de Saúde Norte;Centro Hospitalar do Porto, EPE;41.1472498, -8.6172617;17437;121157;14.4
2020-09;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;1236;11902;10.4
2020-10;Região de Saúde do Centro;Centro Hospitalar Cova da Beira, EPE;40.2804158, -7.4922407;6357;35616;17.8
2020-10;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;8431;57703;14.6
2020-10;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;7243;52703;13.7
2020-10;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967, -8.6318023;428;4618;9.3
2020-10;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;6179;40385;15.3
2020-10;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771, -9.1460705;796;13276;6.0
2020-10;Região de Saúde LVT;Instituto Gama Pinto;38.7218793, -9.144249;230;3090;7.5
2020-10;Região de Saúde Norte;Centro Hospitalar do Porto, EPE;41.1472498, -8.6172617;19108;134362;14.2
2020-10;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;10416;59354;17.5
2020-10;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642, -8.6062881;6388;57121;11.2
2020-11;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;9614;51157;18.8
2020-11;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo;40.3470015, -8.5933462;145;2987;4.9
2020-11;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;2877;21684;13.3
2020-11;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;7194;52592;13.7
2020-11;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;7567;51314;14.7
2020-11;Região de Saúde Norte;Centro Hospitalar de São João, EPE;41.1831056, -8.6010558;30108;198117;15.2
2020-11;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;8793;57193;15.4
2020-12;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;3634;24428;14.9
2020-12;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;7982;49822;16.0
2020-12;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;8232;58359;14.1
2020-12;Região de Saúde LVT;Centro Hospitalar Lisboa Norte, EPE;38.7500861, -9.1616116;38477;216188;17.8
2020-12;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;10311;64310;16.0
2020-12;Região de Saúde LVT;Instituto Gama Pinto;38.7218793, -9.144249;441;4156;10.6
2020-12;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;4610;27804;16.6
2020-12;Região de Saúde Norte;Hospital de Braga, EPE;41.56785, -8.398982;13174;103441;12.7
2020-12;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642, -8.6062881;8176;70618;11.6
2021-01;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;1102;5244;21.0
2021-01;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;969;5076;19.1
2021-01;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514, -8.4103814;424;3041;13.9
2021-01;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;1836;12239;15.0
2021-01;Região de Saúde LVT;Hospital Fernando Fonseca, EPE;38.7422257, -9.2264834;1960;9624;20.4
2021-01;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;1124;8437;13.3
2021-01;Região de Saúde LVT;Instituto Gama Pinto;38.7218793, -9.144249;56;365;15.5
2021-01;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;691;3451;20.0
2021-01;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;1615;6750;23.9
2021-01;Região de Saúde Norte;Hospital de Braga, EPE;41.56785, -8.398982;828;9873;8.4
2021-01;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642, -8.6062881;949;6805;14.0
2021-02;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;2241;12649;17.7
2021-02;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967, -8.6318023;78;996;7.9
2021-02;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514, -8.4103814;891;6139;14.5
2021-02;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;1714;8753;19.6
2021-02;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;3899;24488;15.9
2021-02;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;2526;12927;19.5
2021-02;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;2301;12212;18.8
2021-02;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;1314;6881;19.1
2021-02;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;2979;14614;20.4
2021-02;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;3581;22849;15.7
2021-02;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;2614;12593;20.8
2021-02;Região de Saúde Norte;Hospital de Magalhães Lemos, EPE;41.1764649, -8.6649823;177;2238;7.9
2021-02;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642, -8.6062881;1687;13226;12.8
2021-02;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;3583;18866;19.0
2021-02;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;2952;12761;23.1
2021-03;Região de Saúde do Centro;Centro Hospitalar Cova da Beira, EPE;40.2804158, -7.4922407;2486;11492;21.6
2021-03;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;11619;73254;15.9
2021-03;Região de Saúde do Centro;Centro Medicina de Reabilitação da Região Centro Rovisco Pais;40.297919, -8.7707806;129;1514;8.5
2021-03;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967, -8.6318023;125;1508;8.3
2021-03;Região de Saúde LVT;Centro Hospitalar de Lisboa Central, EPE;38.7166948, -9.1371248;9859;71016;13.9
2021-03;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;5976;37260;16.0
2021-03;Região de Saúde LVT;Centro Hospitalar Lisboa Norte, EPE;38.7500861, -9.1616116;11176;57293;19.5
2021-03;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;581;4664;12.5
2021-04;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;4667;21733;21.5
2021-04;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;5395;29341;18.4
2021-04;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;3037;21829;13.9
2021-04;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;8091;51169;15.8
2021-04;Região de Saúde LVT;Centro Hospitalar Lisboa Norte, EPE;38.7500861, -9.1616116;14721;76759;19.2
2021-04;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;4395;19984;22.0
2021-04;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;3617;23213;15.6
2021-04;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;5307;25510;20.8
2021-05;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;4766;27462;17.4
2021-05;Região de Saúde do Centro;Centro Hospitalar Cova da Beira, EPE;40.2804158, -7.4922407;3630;18990;19.1
2021-05;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;3724;27147;13.7
2021-05;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;4953;30113;16.5
2021-05;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;6708;43155;15.5
2021-05;Região de Saúde Norte;Centro Hospitalar de São João, EPE;41.1831056, -8.6010558;13640;94027;14.5
2021-05;Região de Saúde Norte;Centro Hospitalar do Porto, EPE;41.1472498, -8.6172617;12288;74445;16.5
2021-05;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;8423;56909;14.8
2021-05;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;4352;28727;15.1
2021-05;Região de Saúde Norte;Hospital de Magalhães Lemos, EPE;41.1764649, -8.6649823;402;5565;7.2
2021-05;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;848;7938;10.7
2021-06;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973, -7.9281554;11869;66179;17.9
2021-06;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo;40.3470015, -8.5933462;88;1479;6.0
2021-06;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;4617;26044;17.7
2021-06;Região de Saúde LVT;Centro Hospitalar de Lisboa Central, EPE;38.7166948, -9.1371248;18851;126912;14.9
2021-06;Região de Saúde LVT;Centro Hospitalar Lisboa Norte, EPE;38.7500861, -9.1616116;20879;113456;18.4
2021-06;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;5943;26246;22.6
2021-06;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;8203;51570;15.9
2021-06;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768, -9.1634516;4875;31038;15.7
2021-06;Região de Saúde Norte;Centro Hospitalar de São João, EPE;41.1831056, -8.6010558;16612;112713;14.7
2021-06;Região de Saúde Norte;Hospital de Braga, EPE;41.56785, -8.398982;11614;55732;20.8
2021-07;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;30152;158543;19.0
2021-07;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;8737;53657;16.3
2021-07;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967, -8.6318023;284;3158;9.0
2021-07;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514, -8.4103814;2775;20543;13.5
2021-07;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;12970;79358;16.3
2021-07;Região de Saúde LVT;Hospital de Vila Franca de Xira, EPE;38.977235, -8.984506;751;10514;7.1
2021-07;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;9662;60270;16.0
2021-07;Região de Saúde Norte;Centro Hospitalar do Porto, EPE;41.1472498, -8.6172617;16386;103337;15.9
2021-07;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;2877;16631;17.3
2021-07;Região de Saúde Norte;Hospital de Magalhães Lemos, EPE;41.1764649, -8.6649823;531;7750;6.9
2021-07;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;7890;55768;14.1
2021-07;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;10854;64704;16.8
2021-08;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;7831;40756;19.2
2021-08;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;6834;35273;19.4
2021-08;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967, -8.6318023;317;3638;8.7
2021-08;Região de Saúde LVT;Centro Hospitalar de Lisboa Central, EPE;38.7166948, -9.1371248;25252;172642;14.6
2021-08;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;7746;44204;17.5
2021-08;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;4431;25175;17.6
2021-08;Região de Saúde Norte;Hospital de Braga, EPE;41.56785, -8.398982;16111;77283;20.8
2021-08;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642, -8.6062881;5968;52051;11.5
2021-08;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;9160;64435;14.2
2021-08;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;12430;73884;16.8
2021-09;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;9090;46459;19.6
2021-09;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;5584;26189;21.3
2021-09;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;7537;51048;14.8
2021-09;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;38223;207801;18.4
2021-09;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967, -8.6318023;361;4133;8.7
2021-09;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514, -8.4103814;3593;25323;14.2
2021-09;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;6535;45245;14.4
2021-09;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;12699;77234;16.4
2021-09;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768, -9.1634516;7283;48149;15.1
2021-09;Região de Saúde Norte;Centro Hospitalar do Porto, EPE;41.1472498, -8.6172617;20222;131498;15.4
2021-09;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;10097;52435;19.3
2021-10;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973, -7.9281554;19736;115690;17.1
2021-10;Região de Saúde do Centro;Centro Hospitalar Cova da Beira, EPE;40.2804158, -7.4922407;7456;38318;19.5
2021-10;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;8332;56952;14.6
2021-10;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;5435;31907;17.0
2021-10;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;13365;78647;17.0
2021-10;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;11230;60575;18.5
2021-10;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;1609;15015;10.7
2021-11;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;46014;271713;16.9
2021-11;Região de Saúde LVT;Centro Hospitalar de Lisboa Central, EPE;38.7166948, -9.1371248;34964;247443;14.1
